"BWB id"	"Titel"
"BWBR0026763"	"Besluit van de Minister voor Ontwikkelingssamenwerking van 18 november 2009, nr. ICE 300/09, tot vaststelling van een plafond voor subsidiëring op grond van de Subsidieregeling Ministerie van Buitenlandse Zaken 2006 (Subsidieplafond Cultuur en Ontwikkeling 2010-2012)"
"BWBR0026785"	"Regeling van de Minister van Sociale Zaken en Werkgelegenheid van 30 november 2009, nr. IVV/I/09/26587, tot vaststelling bedragen Regeling tegemoetkoming asbestslachtoffers"
"BWBR0026874"	"Regeling van de Minister van Volksgezondheid, Welzijn en Sport van 25 november 2009, nr. DBV/IenA/I 2971692, houdende beperking van de openbaarheid van archiefbescheiden, opgenomen in het archief van het Regionaal Medisch Tuchtcollege Amsterdam, over de periode 1930-1980"
"BWBR0026920"	"Regeling van de Minister van Volksgezondheid, Welzijn en Sport van 25 november 2009, nr. DBV/IenA/I 2971690, houdende beperking van de openbaarheid van archiefbescheiden, opgenomen in het archief van het Regionaal Medisch Tuchtcollege Zwolle, over de periode (1930) 1931-1973"
"BWBR0027104"	"Besluit van de Minister-President, Minister van Algemene Zaken, voor deze de secretaris-generaal van het ministerie van Algemene Zaken, en de Minister van Onderwijs, Cultuur en Wetenschap, voor deze de Algemene Rijksarchivaris, d.d. 18 januari 2010, houdende beperking van de openbaarheid van bescheiden uit het in 2003 naar het Nationaal Archief overgebrachte archief van het Ministerie voor Algemeene Oorlogvoering van het Koninkrijk (1942-1946), het Kabinet van de Minister-President (1946-1947) en het Ministerie van Algemene Zaken, Kabinet van de Minister-President (1947-heden), over het tijdvak (1924)1942-1979 (1989)"
"BWBR0027113"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 8 januari 2010, nr. DL/A/182197, houdende regels voor aanvullende personele bekostiging voor de versterking van de functiemix van leraren in het voortgezet onderwijs in de Randstadregio's 2010-2012 (Regeling versterking van functiemix leraren VO in de Randstadregio's 2010-2012)"
"BWBR0027128"	"Regeling van de Minister van Volksgezondheid, Welzijn en Sport van 20 januari 2010, nr. DBV/IenA/I , houdende beperking van de openbaarheid van archiefbescheiden, opgenomen in het archief van het Regionaal Medisch Tuchtcollege Groningen, over de periode (1930) 1931-1985 (1986)"
"BWBR0027145"	"Regeling van de Minister van Verkeer en Waterstaat, houdende bepalingen inzake het verstrekken van subsidie aan de stichting Knowledge and Development Centre Mainport Schiphol (Regeling subsidie KDC 2010-2012)"
"BWBR0027166"	"Regeling van de Staatssecretaris van Volksgezondheid, Welzijn en Sport van 1 februari 2010, nr. OHW-U-2982152, houdende vaststelling van de rekenfactor ingevolge de Wet buitengewoon pensioen 1940-1945 en de Wet buitengewoon pensioen zeelieden-oorlogsslachtoffers voor het jaar 2009"
"BWBR0027275"	"Regeling van de Minister van Economische Zaken van 11 februari 2010, nr. WJZ / 10018993, houdende vaststelling van de over 2010 geldende tarieven voor de oppervlakterechten ingevolge de Mijnbouwwet (Regeling oppervlakterechten Mijnbouwwet 2010)"
"BWBR0027367"	"Besluit van het Ministerie van Economische Zaken te Den Haag, van 1 maart 2010, nr. DBV/10005838, houdende beperking van de openbaarheid van archief Directoraat-GeneraalHandel Ambachten en Diensten 1939-1975 (als bedoeld in artikel 10 van het archiefbesluit 1995)"
"BWBR0027374"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 27 februari 2010, nr. PO/OO 184944, houdende vaststelling van de compensatieregeling bij de gewichtenregeling voor het schooljaar 2010-2011 (Regeling vaststelling van de compensatieregeling bij de gewichtenregeling voor het schooljaar 2010-2011)"
"BWBR0027453"	"Regeling houdende bepalingen met betrekking tot de verstrekking van subsidies aan de Stichting Nederland Maritiem Land (Tijdelijke subsidieregeling Nederland Maritiem Land 2010-2013)"
"BWBR0027458"	"Regeling van de staatssecretaris van Onderwijs, Cultuur en Wetenschap van 17 maart 2010, nr. HO&S/SF/194481, houdende vaststelling van de cursusgeldtarieven voor het cursusjaar 2010-2011"
"BWBR0027489"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 23 maart 2010, nr. DL/B/187118, houdende regels voor het verstrekken van subsidie ten behoeve van de begeleiding van educatieve minorstagiairs in het voortgezet onderwijs (Regeling subsidiëring stagebegeleiding educatieve minoren in het voortgezet onderwijs 2009-2012)"
"BWBR0027490"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 1 februari 2010, nr. BVE/Stelsel/184910, houdende nadere regels voor experimenten in het kader van het herontwerp van de kwalificatiestructuur mbo (Regeling experimenten herontwerp kwalificatiestructuur mbo 2010-2011)"
"BWBR0027500"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 1 april 2010, nr. PO/FenV/193500, houdende vaststelling van de bedragen lumpsumbekostiging primair onderwijs voor het schooljaar 2010-2011 en het vaststellen van het vermenigvuldigingsbedrag ten behoeve van het toekennen van de specifieke uitkering aan gemeenten bestemd voor het bestrijden van onderwijsachterstanden en het vaststellen van de bedragen leerlinggebonden budget in het voortgezet onderwijs schooljaar 2010-2011 (Regeling bekostiging personeel PO 2010-2011 en aanpassing bedragen leerlinggebonden budget VO 2010-2011)"
"BWBR0027527"	"Besluit van de secretaris van de Bestuurskamer van 28 december 2009, houdende ondermandaatverlening aan mevrouw A. van der Velden-van Meerkerk van de bevoegdheden van de secretaris van de Bestuurskamer in het kader van de heffing op grond van artikel 46a van de Wet op de ondernemingsraden (Ondermandaatverleningsbesluit artikel 46a WOR 2010)"
"BWBR0027593"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 13 april 2010, nr. WJZ/202171 (8280), houdende regels voor de subsidiëring van restauratiewerkzaamheden voor speciale projecten in verband met het stimuleringsbudget woningbouw 2010-2013 (Tijdelijke subsidieregeling restauratie speciale projecten)"
"BWBR0027638"	"Besluit van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap, van 27 april 2010, nr. DK/205717, tot instelling van commissies voor de visitaties van de cultuurfondsen en aangewezen instellingen voor de subsidieperiode 2009-2012 (Instellingsbesluit visitatiecommissies cultuurinstellingen 2009-2012)"
"BWBV0001000"	"Europees Verdrag voor de Rechten van de Mens"
"BWBV0001000"	"Europees Verdrag voor de rechten van de mens en de fundamentele vrijheden"
"BWBV0001000"	"Europees Verdrag inzake de rechten van de mens en de fundamentele vrijheden"
"BWBV0001000"	"Europees verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden"
"BWBV0001000"	"Europese Verdrag voor de rechten van de mens en de fundamentele vrijheden"
"BWBV0001000"	"Verdrag tot bescherming van de rechten van de mens"
"BWBV0001001"	"1e Protocol bij het EVRM"
"BWBV0001001"	"1e Protocol EVRM"
"BWBV0001001"	"Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Eerste Protocol"
"BWBV0001001"	"EP EVRM"
"BWBV0001001"	"EVRM 1ste Protocol"
"BWBV0001001"	"Eerste EVRM Protocol"
"BWBV0001001"	"Eerste Protocol bij EVRM"
"BWBV0001001"	"Eerste Protocol bij het EVRM"
"BWBV0001001"	"Eerste Protocol bij het Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden (Eerste Protocol)"
"BWBV0001001"	"Eerste Protocol bij het Verdrag tot bescherming van de rechten van de mens en fundamentele vrijheden"
"BWBV0001001"	"Eerste Protocol bij het Verdrag tot bescherming van de rechten van de mensen de fundamentele vrijheden (Eerste Protocol)"
